id,nom,groupe,siret
2,3M FRANCE SAS,,54207855500514
3,92 ENTREPRENDRE,,42147333100062
4,ABB SA,,31522842900652
6,AC NIELSEN,,33797048700027
9,PULLMAN INTERNATIONAL HOTELS (PIH) MERCURE PORTE DE VERSAILLES,,66200991900629
10,ACCURIDE INTERNATIONAL SARL,,32404710900024
11,ALSO FRANCE,,39114114000122
13,ACTIVEO,,39124405000046
15,AD PEPPER MEDIA FRANCE,,42821232800036
17,ADECCO FRANCE,GROUPE ADECCO ET FILIALES,99882350406396
18,ITELLIGENCE FRANCE,,43206519100020
21,ADHESION  GROUP,,33160579000053
22,ADIDAS FRANCE,,08548006900104
23,ADOBE SYSTEMS FRANCE SAS,ADOBE SYSTEMS FRANCE,35038196800071
24,ADP GSI FRANCE,,43212373500255
26,ADVISEHR,,43192074300033
27,AEGIS MEDIA FRANCE,Dentsu Aegis Network,35256798600026
29,AEROPORTS DE PARIS,,55201662800018
31,AFNOR DEVELOPPEMENT,,47907597000018
32,LINDE FRANCE,,39263124800201
33,AGEFA  PME,,40109504700040
35,AGENCE NATIONALE POUR LES CHEQUES VACANCES,,32681744299998
39,AGILIENCE,,43472622000024
41,AGRICA EPARGNE,,44991236900013
42,AIR FRANCE KLM,AIR FRANCE,55204300200484
43,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,,55209628100019
44,AIR PRODUCTS,,54850190700198
45,AIXIA SAS,,44500537400027
46,AJILON SALES & MARKETING,,30497003100122
47,AKKA  MANAGER,,44785031400017
48,AKKA TECHNOLOGIES,,42295086500051
50,GIE ALCATEL-LUCENT FRANSEMI HELCOM,,50870962300013
52,ALCATEL LUCENT BELL LABS FRANCE,,48763109500030
54,ALGORYTHME,,34188608300045
55,ALLEGRIA,,39358935300050
57,ALLIGRA,,39972866600013
58,SCC SERVICES,,42498282500012
59,ALLURE HOTESSES,,43825885700038
63,ALSTOM POWER SYSTEMS SA,,38919203000143
71,ALTRAN,ALTRAN,70201295600638
72,AMADEUS INTERNATIONAL,,32655630500034
73,AMBOILE SERVICES,,34103910500059
74,SPIE COMMUNICATIONS,SPIE COMMUNICATIONS ET FILIALES,31906007500813
76,AMERICAN EXPRESS SERVICES,,31606772700487
78,AMORA MAILLE SOCIETE INDUSTRIELLE,,31164122900076
79,APPIA COMMUNICATION,,42907859500023
80,APPLIED MATERIALS FRANCE,,38512486200033
81,APSIDE TECHNOLOGIES,,33345540000049
82,APTECH,,44905877500015
84,ARCELOR PACKAGING SA,,41481503500038
85,ARCHITECTURE STUDIO,,33784965700016
87,ARIA TECHNOLOGIES,,37918047400049
88,ARIANESPACE,,31851645700062
89,ARJOWIGGINS,,60201882200398
90,ARMANIA,,42961123900014
91,ARTIMON,,40112055500032
92,ARTS MENAGERS SERVICES SA,,56820073700092
93,ARTUR JOUK,,39537854000037
97,ASAIS,,33308869800043
103,CREDYS FRANCE,,44138489800033
104,ASSYSTEM FRANCE,,40427147000282
105,ASTEK,,34798980800242
106,ASTEN,,54205733600738
107,ASTON FRANCE,,39280203900017
108,ASTRAZENECA,,55820107500055
109,ATELIER SAINT LUC,,30084656500038
110,ACC LA JONCHERE,,92572091400025
111,ATLANTIQUE EMBALLAGE,,34770560000026
113,ATOS WORLDLINE,ATOS GROUP,37890194600574
114,ATOS ORIGIN INFOGERANCE,ATOS GROUP,06450263600679
115,ATTHIS,,40749640500025
116,AUBERT & DUVAL (AD),,38034280800041
117,AUCHAN FRANCE,Auchan,41040946000756
118,AUDITOIRE,,34213334500054
119,AUTOLIV FRANCE,,62200991800039
120,AUXIGENE,AUXIGENE,40223333200020
124,AVID TECHNOLOGY,,38307409300048
125,AVIS LOCATION DE VOITURES,,65202396101168
126,AVON POLYMERES FRANCE SAS,,31278633800029
129,AXA FRANCE ASSURANCE,GROUPE AXA,33435667200256
130,AXA INVESTMENT MANAGERS PARIS,GROUPE AXA,35353450600053
131,GEMALTO SA,,56211353000520
132,AXLOG INGENIERIE,,37810443400055
133,GROUPE ARMONIA,,30125188000128
134,ADDENDA SOFTWARE,,32821597500033
136,ALLIANZ BANQUE,,57219946100789
137,BARILLA FRANCE,BARILLA,43322535600057
138,BAYER SANTE,,70658014900013
139,BBCM,,42015357900032
140,BDO FRANCE,BDO,48030713100031
141,BERNARD JULHIET SERVICES,,67204089600058
144,BMW FRANCE,,72200096500045
145,BNP PARIBAS ASSET MANAGEMENT,BNP PARIBAS,31937883200038
146,BNP PARIBAS,BNP PARIBAS FILIALES,66204244900014
147,BOLLORE,,05580412400141
148,BOSTON CONSULTING GROUP,,42859143200011
150,BOULONNERIES VISSERIES DE SABLE,,57625065800027
151,BOURJOIS,,56208251100063
152,BOUYGUES CONSTRUCTION,,55204599900794
153,BOUYGUES TELECOM,,39748093003449
154,BRED BANQUE POPULAIRE,,55209179500492
155,BROTHER FRANCE,,62205841000078
156,BT FRANCE,BT FRANCE,70203214500162
157,BULL SA,,54204606500059
158,BUREAU VERITAS FRANCE,BUREAU VERITAS,32053117100108
160,VIVAKI COMMUNICATIONS,,40357819800067
161,SAP FRANCE,SAP,37982199400124
164,CADEAU RELATION,,65201375600026
165,SUNGARD GLOBAL SERVICES FRANCE,,42052357300020
166,CAISSE D EPARGNE ET DE PREVOYANCE ILE-DE FRANCE (CEIDF),BPCE,38290094200014
167,SERVICES POUR LA CAISSE DES DEPOTS ET CONSIGNATIONS (SCDC,,30434870900011
168,CAISSES D'EPARGNE PARTICIPATIONS (CE PARTICIPATIONS),BPCE,38368022000019
169,CAMPUS VEOLIA ENVIRONNEMENT,VEOLIA,44023495300022
173,CARL ZEISS SA,,71980166400140
174,CROWN EUROPE GROUP SERVICES,,32605714800081
175,CAROLL INTERNATIONAL,,58200170701699
177,CASINO GUICHARD PERRACHON,,55450117132465
182,SOCIETE FRANCAISE DU RADIOTELEPHONE SFR,,40310653700034
186,CHALLENGE QUALITE,,37972343000052
190,CIMENTS CALCIA,,65480068900139
192,CIVIS GIE,,32326774000070
195,CLUB MEDITERRANEE,,57218568401087
196,SOCIETE FONCIERE DE LA CNP,,32081411400056
197,COCA COLA ENTREPRISE,,34368801600405
198,COFACE GESTION RESEAU INTERNATIONAL,,41439896600021
199,COFIROUTE,,55211589100418
200,COGNITIS GROUP,,34878679900091
201,COLAS,,55202531402325
202,COLGATE PALMOLIVE,,47899164900011
203,COLOMER FRANCE SAS,,37913364800053
204,COMMERCEQUITABLE COM,,43377940200018
205,AUTOMOTIVE LIGHTING REAR LAMPS FRANCE,,32995921700053
207,COMPUTERLAND FRANCE,,33108885600066
209,CONTROLE AUDIT CONSEIL,,40320241900012
210,L'ART DU BIEN ETRE,,45083562400013
211,COTY FRANCE,,39471055200057
212,COVENTYA GROUP,,43342057700010
213,OMNISERVICES,,42134665100019
214,AMUNDI,CRÉDIT AGRICOLE,43757445200029
215,CREDIT AGRICOLE SA,CRÉDIT AGRICOLE,78460841600144
216,HSBC France,HSBC,77567028400014
221,CS COMMUNICATION & SYSTEMES,,69200094600354
222,CSC COMPUTER SCIENCES,CSC,31526866400143
223,MERCEDES BENZ FRANCE,,62204428700234
226,DASSAULT SYSTEMES,DASSAULT,32230644000213
227,LES PUBLICATIONS CONDE NAST SA,,56207720600091
228,DELL,,35152822900088
229,DELOITTE,GROUPE DELOITTE,43134707900037
231,DELSEY,,57201750700102
232,DEOTTO ESPRESSO SYSTEMS,,38249533100037
233,DEVEUROP,,43859960700035
234,DEXIA CREDIT LOCAL,,35180404200536
235,DIM,,48872729800017
236,PROMOTION DU PRET A PORTER (P P P),,30157193100064
237,DIRECTLABO,,43856136700048
239,DOROTHY DANAHY SAS,,42890880000033
241,DU PAREIL AU MEME,DPAM,32601977502845
242,DYRUP,,38034258400055
244,ECF,,58201293600012
245,ECODURABLE,,42970327500017
246,ECOEFF,,42206478200028
248,EDELMAN SA,,34959587600054
249,EDEN SERVICES SAS,,45191039200013
250,EDITIONS ATLAS WEBENCYCLO ATLAS FOR MEN,,69365013700625
251,EDITIS,,44014374100021
252,HP ENTERPRISE SERVICES FRANCE,,33286810800256
253,EFFICIO FRANCE,,42822221000018
254,EIFFAGE CONSTRUCTION,,55200076200377
255,FAGORBRANDT SAS,,44030319600156
256,ELECREM,,56213053400034
257,COGNETAS,,39345009300025
258,EDF,EDF,55208131766522
259,ELIS GIE,,69300109100018
260,ELISABETH DE SENNEVILLE,,38374599900011
261,ELVIR,,38929766400010
262,ERISA,,33807506200046
263,ESOBAT,,31986231400022
264,ESPACE HARMONIE CENTRE D'ETUDES ET DE REALISATIONS,,54206299700045
267,ESSILOR,,71204961800739
269,ETABLISSEMENT PUBLIC D  AMENAGEMENT DE LA DEFENSE SEINE ARCHE,,52794653700018
270,EUGENE PERMA FRANCE,,32258472300207
271,EUREDIT SA,,33863193000033
272,EURO RSCG,,34096142400066
273,HAVAS WORLDWIDE PARIS,HAVAS,34920844700087
274,EUROCOPTER,,35238371500021
275,EUROP ASSISTANCE FRANCE,,40314790300013
276,EUROPE COMPUTER SYSTEMES,,30136482400120
278,EVEREST MARKETING GROUP,,37963108800018
279,EVIC EVENTS,,45121257500018
280,EXACOD,,41846383200034
281,EXANE STRUCTURED ASSET MANAGEMENT,,43469282800016
282,EXAPRO S.A.R.L.,,45155749000021
284,EXPECTRA,,44463275600888
285,EXPERIAN FRANCE,,43003551900064
287,FAURECIA SIEGES D AUTOMOBILE,GROUPE PSA,39316243300287
288,FC2,,40242342000031
289,FEDERATION FRANCAISE INDUSTRIELLE DE MAILLE ET BONNETERIE,,78435797200024
290,FEDEREC,,78435874900033
291,FIAT FRANCE,FCA CAPITAL France,30549317300382
292,FIMAT INTERNATIONAL BANQUE SA,,35302093600038
293,FINANCE CONCEPTS,,45113044700027
294,SIX TELEKURS FRANCE,,32387428900057
295,FIRST ALIBI,,40816564500016
296,FLEURY MICHON,,57205832900093
298,FORD FRANCE AUTOMOBILES SAS,,41034910400084
300,FOURNITURE ASSISTANCE SECURITE SIGNALISATION,,33909653900012
302,ORANGE,ORANGE,38012986646850
304,FROMAGERIES BEL,,54208806700526
305,SA DES GALERIES LAFAYETTE,,54209406500019
306,GAP FRANCE SAS,GAP,39191815800570
307,GRTGAZ,,44011762001530
308,GEFCO,GEFCO,54205031500481
309,GENERAL ELECTRIC CAPITAL BANK,GENERAL ELECTRIC,78439334002091
311,GENERAL LOGISTICS SYSTEMS FRANCE,,31533401101434
312,GEODIS LOGISTICS,,61506275201563
313,GEODIS,,54208432200069
314,SCA TISSUE FRANCE,,70205518700158
315,ACRONIS,,49039088700035
318,GIVAUDAN FRANCE FRAGRANCES,,56206305700029
319,GIVENCHY SA,,55205122900011
320,GLOBAL LINK PARTNERS,,38434279600024
321,GOODRICH ACTUATION SYSTEMS,,44317723300022
322,GRANDS MAGASINS DE LA SAMARITAINE MAISON ERNEST COGNACQ SA,,77565630900017
323,ARCADE SERVICES,,34137947700019
325,GROUPE LUCIEN BARRIERE,,43870245800011
327,ITRON FRANCE,,43402724900219
328,VINCI CONSTRUCTION TERRASSEMENT,,41033585500012
329,GUERIN CREATEUR D EMBALLAGE,,30357390100061
330,GUILBERT FRANCE,,38385688700013
331,GUILLAUME TELL,,38122448400067
332,HACHETTE FILIPACCHI ASSOCIES,GROUPE LAGARDERE,32428631900052
333,HAYGROUP (HAY MANAGEMENT CONSULTANTS FRANCE),,67203173900176
334,HAYS LOGISTIQUE FRANCE,,33358346600052
335,HEMISPHERE INTELLIGENCE INFORMATIQUE,,41099783700035
336,HENKEL FRANCE,,55211759000356
337,HERMES SELLIER,,69652041000023
338,HERVE SCHAUER CONSULTANTS,,44447589100016
339,HEWLETT PACKARD FRANCE CAPITAL,,70980503000646
340,HISPANO SUIZA,,69201521700106
341,TRICOFLEX,,38033342700025
342,HSBC GLOBAL ASSET MANAGEMENT FRANCE,HSBC,42134548900015
343,HSE MANAGEMENT,,43276654100036
344,HUMELEC,,33260559100061
346,HYPERVOLUMES,,40164674000027
347,COMPAGNIE IBM FRANCE,GROUPE IBM,55211846503644
348,IENA GESTION ET PARTICIPATIONS,,30945727300030
349,IMPACT SPORTS,,40088774100025
350,UNION INVIVO,,77569019100181
351,INFEO,,44054795800023
352,IFP ENERGIES NOUVELLES EX INSTITUT FRANCAIS DU PETROLE,,77572915500017
353,LAGARDERE PUBLICITE,,34540404000197
354,INTERNATIONAL CONSULTANTS ON TARGETED SECURITY,,34142948800016
355,INTERPROMO,,41227793100033
356,INVESCO ASSET MANAGEMENT SA,,34771393500042
357,KUHN SA,,67558054200016
358,CYANIDE,CYANIDE,43164306300057
359,IRH GENIE DE L ENVIRONNEMENT,,75680009000083
361,ITALCIMENTI GROUP,,59980088500479
362,JACQUES BOGART JACQUES BOGART PARFUMS,,44353832700018
363,J C DECAUX MOBILIER URBAIN,,49095714900019
364,JCC COMMUNICATION,,38201026200022
365,JET MULTIMEDIA FRANCE,,48253450000046
366,THOMAS COOK BROK AIR SERVICES,,50819690400017
367,JOHNSON & JOHNSON CONSUMER FRANCE,,63202270300110
370,KAPA REYNOLDS,,37852886300038
371,KARAVEL,,49966860600027
372,KATIA JOFFO COMMUNICATIONS,,35095841900029
373,KENWOOD ELECTRONICS FRANCE,,30250677900040
374,KEOPS,,43131515900159
375,KLEE,,33978727700039
376,KLEPIERRE SERVICES,,43519472500014
377,KODAK,,54209753000530
378,KOOKAI,,39929299400106
379,KRAFT FOODS FRANCE INTELLECTUAL PROPERTY S A S (KRAFT),,45680093700173
380,L ANGELUS,,33176015700023
382,L OREAL,,63201210000012
383,L OREAL PRODUITS DE LUXE INTERNATIONAL,,30906494700059
384,LA FRANCAISE DES JEUX,,31506529200247
385,LA POSTE,LA POSTE,35600000000048
386,LA VOIX DU CLIENT,,38539255000021
387,LABORATOIRES BIOLOGIE VEGETALE YVES ROCHER,,87658007700017
388,URIAGE LABORATOIRES DERMATOLOGIQUES,,33350268000072
389,LAFARGE,,54210557200615
391,LANCEL SOGEDI,,61203637600459
392,LAPEYRE SERVICES,,34899746100010
393,LEGRAND SNC,,38929058600012
394,LEROY MERLIN FRANCE,,38456094200045
395,LES ASTRONAUTES PRODUCTION,,44813617600014
396,LES ENTREPRISES DU MEDICAMENT,,78466854300019
397,CARRE ETABLISSEMENTS,,56204396800022
398,LABORATOIRES SERVIER INTERNATIONAL,,08548079600052
399,LIBRAIRIE FERNAND NATHAN,,56211004900011
400,LINKEO COM,,43010627800046
401,LOGO,,32569764700056
405,M2 INTERACTIVE,IQUESTA,43134341700017
406,VENTADIS TELEVISION (M6),GROUPE M6,33901245200084
407,MAC DONALD S,,40118227400019
409,MAN AND MACHINE,,40021288200023
411,MAQASSAR,,42297345300018
412,MARITZ,,37775176300022
413,MARKETINGSCAN FRANCE,,39257294700068
414,MARSH SA,,57217441500255
415,MASTERFOODS HOLDING,,43208530600012
416,MAXICOM SA,,38809593700016
417,MISSION CONSEIL ET ASSISTANCE INGENIERIE,,38343905600045
418,MCCANN ERICKSON FRANCE,,55201049800202
420,MEDEF FRANCE,,78466861800035
422,MEDEF HAUTS DE SEINE SUD,,77572588000030
424,MELISANA,,60200027500019
425,MESSIER DOWTY SA,,55211884600039
426,METRO CASH & CARRY FRANCE,,39931561300014
427,MICHAEL PAGE FINANCE ET COMPTABILITE,,38308102300038
428,MANUFACTURE FRANCAISE DES PNEUMATIQUES MICHELIN,,85520050700017
429,MICROSOFT FRANCE,MICROSOFT,32773318400516
430,MIDDLENEXT,,34451391600025
431,1000MERCIS,,42962131100027
436,MONDE PUBLICITE,,33418170800044
437,MONEYLINE BANKING SYSTEMS,,34407697100037
439,MONTUPET  SA,,54205079400099
440,MORSE,,39316046000027
443,MUREX,,33869586900036
444,MUTUAIDE ASSISTANCE,,38397408600019
445,NATEXIS ASSET SQUARE,,43421187600033
448,INVIVO GPE,,43818317000010
449,NEREIDES DISTRIBUTION,,40026038600042
451,NEURONES SA,NEURONES,33140833600021
452,NIKE FRANCE,,32036713900047
453,NOSE BY FORM A,,38056065600056
456,NOVARTIS PHARMA SAS,,41034907000012
457,NOVATRIS,,40176286900030
458,NSM VIE,,38948844600011
459,O2 FRANCE,,38284200300032
460,OBERTHUR TECHNOLOGIES,,34070953400259
461,OBJECTWARE,,42422623100035
462,OCCADE GROUPE,,34026901800032
463,OCP REPARTITION,OCP REPARTITION,38869820100752
464,OGILVY ACTION,OGILVY ET MATHER,40473520100034
465,OLIVIER GIBAULT ARCHITECTE,,44182098200011
466,ONDEO DEGREMONT,,42128717800022
467,ONERA,,77572287900100
468,OPTION FINANCE/AOF,,34325632700036
469,ORACLE FRANCE,,33509231800187
470,ORANGE WEB FRANCE,ORANGE,43312261100026
471,OTIS FRANCE,,54210780003117
472,PACKARD BELL,,30482773600105
473,PAGE PERSONNEL MICHAEL PAGE,PAGE PERSONNEL,39925689001017
474,PARTI PRIS,,44004832000038
475,BTD CONSULTING,,35163023100030
477,ALUMINIUM PECHINEY,,96951094000394
478,PEREGRINE SYSTEMS,,34081616400040
479,PERNOD RICARD EUROPE,,30245359200065
480,PFIZER,,54205974600140
481,PHILIPS FRANCE,,40280552700627
483,PIERRE ET VACANCES,GROUPE PIERRE & VACANCES CENTER PARCS,31658086900386
484,PINAULT PRINTEMPS REDOUTE GROUPE,,55207502000545
485,PIONEER FRANCE SA,,77812868600111
489,PONTICELLI FRERES,,56203662400129
490,PRESENCE MARKETING AGRO ALIMENTAIRE,,38431106400032
491,PRICE WATERHOUSE FINANCE,,72203520100069
492,PRICEWATERHOUSEHOUSECOOPERS ENTREPRISES,,63202862700057
493,PROCTER & GAMBLE FRANCE,,39154357600097
494,Profile - Research,GROUPAGORA,43027779800038
495,PROM AGENCY FRANCE,,34895142700031
496,PROMOGOLF,,35194273500041
497,PROXIMUM,,42454044100047
498,PUBLICIS CONSEIL,,30476533200040
499,PUBLIPRINT LE FIGARO,,55203724400449
501,RATP DEVELOPPEMENT,,38979500600029
502,COM QUOTIDIENS,,32336320000045
503,RENAULT DEVELOPPEMENT INDUSTRIEL ET COMMERCIAL,,30146260200063
504,RENAULT SAS,,78012998703591
505,RENAULT TRUCKS (RT),,95450607700120
506,IDEAL COMNNAISSANCES,,49791455600020
507,RETEC,,43473512200013
508,REUTERS SERVICES SA,,40511184000055
509,RHODIA  SERVICES,,41026206700052
510,ROBERT BOSCH FRANCE SAS,,57206768400017
511,ROTHSCHILD ET CIE,,34906661300010
512,SAATCHI & SAATCHI,,33048254800022
513,SAGEM SA,SAFRAN,56208290900283
514,COMPAGNIE DE SAINT GOBAIN,,54203953200040
518,SAVOIR LIVRE,,33319383700023
520,SECHE ENVIRONNEMENT,,30691753500024
521,SECTOR INGENIERIE,,38923183800035
522,SELLING ATTITUDE,,40207145000090
523,SIEMENS SAS,GROUPE SIEMENS,56201677400688
524,SKF FRANCE,,55204883700397
526,SNECMA,,41481521700016
527,SOCIETE D AMENAGEMENT GENERAL DE RECHERCHES D IMPLANTATION DE GESTION ET D EXPLOITATION POUR L E,,32534895100030
528,SOCIETE CIVILE D'EXPLOITATION VITICOLE PONSAR MAHIEU,,38366351500013
529,SOGERES,,57210217608139
530,SOCIETE DES ATELIERS LOUIS VUITTON,,72206399700174
531,SOCIETE DES PETROLES SHELL (SPS),ROYAL DUTCH PETROLEUM,78013017514035
532,SOCIETE D EXPLOITATION DU PALAIS DES CONGRES DE PARIS,,71204549100032
534,SODEXO SOLUTIONS DE SERVICES SUR SITES,,51742062600023
535,POL ROGER ET COMPAGNIE SA,,09575011300029
536,SOCIETE GENERALE DES SERVICES ET DE SECURITE PRIVE,SGS GROUPE,40347952000021
537,SOCIETE MK,,33516093300057
538,SNCF,SNCF,80833267005418
539,SOCIETE POUR L EXPANSION DES VENTES DES PRODUITS AGRICOLES ET ALIMENTAIRES,,77567011000029
540,SILICON ON INSULATOR,,38471190900034
541,KOBOJO,,50015683100033
542,SONY ATV MUSIC PUBLISHING,,41481624900034
543,SONY FRANCE SONY ERICSSON,,71203480000201
544,SOPRA STERIA GROUP,SOPRA STERIA GROUP,32682006500141
545,SEVENTURE PARTNERS,,32720525800046
546,SPORTFIVE,,87380345600094
547,STRATHOM,,33233367300025
548,VOCATIS,,42930935400020
550,SUEZ ENVIRONNEMENT,,41011860800067
552,SYNTEGRA,,70203214500113
553,SAINT LAURENT TRAITEUR,,42167224700036
554,TAITBOUT PLURIEL,,39770852000010
555,TARKETT SAS,,70204599800094
556,TEACH LINE,,42074418700030
557,TECHNIP FRANCE,TECHNIP,39163786500067
558,TDF TELEDIFFUSION DE FRANCE,,34240439900012
559,TELFRANCE,,45383038200017
560,TEQUILA FRANCE,,32398369200068
561,TERRA NOVA CONSEIL,,39170041600053
562,TETRA PAK SERVICE,,71201701100107
565,THALES INTELLECTUAL PROPERTY,,55205902401826
566,THALES E TRANSACTIONS SA,,38024860900022
567,THALES OPTRONIQUE SAS,,39899389900036
568,THALES SYSTEMES AEROPORTES SAS,,38347509200110
569,THE LORENZ BAHLSEN SNACK WORLD SAS,,40246247700033
570,THE PHONE HOUSE,,40868581600360
571,THOMSON REUTERS FRANCE,,35293687600072
574,TRIBU,,39211036700035
575,TRAITEMENT INDUSTRIEL DES METAUX,,57202261400026
576,LIXIR,,39361156100035
577,TRISELEC LILLE,,38439245200015
578,TRW AUTOMOTIVE DISTRIBUTION FRANCE,,41526836600036
579,TSENKA ART ET DESIGN,,44528264300011
580,METEOCONSULT,,34761387900019
582,UBIQUS,UBIQUS,34927921600064
587,GOODYEAR DUNLOP TIRES FRANCE,,33013940300423
588,UNITEAM COMMUNICATION,,34188181100036
589,UNIVERSAL MUSIC FRANCE,,41494518800038
590,URBAN CONSEIL,,42879289900059
591,LEONI WIRING SYSTEMS FRANCE,LEONI GROUP,59205630300064
593,VALEO SECURITE HABITACLE,VALEO,01725106700108
594,VALEO VISION,VALEO,95034433300014
595,VALLOUREC,VALLOUREC,41137352500020
596,VALLOUREC MANNESMANN OIL GAS FRANCE,,38462717000036
597,VALODE ET PISTRE ARCHITECTES,,31917700200031
598,VALORI,,44226272100024
600,VEOLIA ENVIRONNEMENT VE,VEOLIA,40321003200047
601,VEOLIA WATER,VEOLIA,42134504200020
602,VIDEO PROJECTION SYSTEME,,33007610000032
603,VINCI,,55203780600585
604,VITRISSIMO SARL,,41466035700032
605,VIVENDI,,34313476300048
606,VIVERIS,,34000777200072
607,VOLKSWAGEN FINANCE,,64203214800057
608,VOLVO TRUCKS FRANCE,,37914243300083
609,VOYAGES SNCF COM,,43181062100026
610,WOREX SNC,,78009498301389
611,XEROX OFFICE PRINTING,,43180591000020
612,XEROX,,60205531102525
613,YOUNG & RUBICAM FRANCE,,64201677800101
614,YPREMA,,35038045700019
615,YVES SAINT LAURENT PARFUMS,,32974694500032
616,ZIMMER DENTAL,,40400021800036
617,ZS ASSOCIATES,,41246250900040
618,CEGELEC PROJETS ESPACE ET CARAIBES,VINCI ENERGIES FRANCE IDF,53791560500027
620,RUEIL EXPORT,,41193272600010
623,GALERIE BOLDYREFF,,34766583800046
625,MICHEL H J M CARBONNIER CONSEIL ET APPUI A L ENTREPRISE,,42266551300012
626,CONSTENS CONSTRUIRE ENSEMBLE,,39784520700026
627,CREDIT DU NORD,,45650485100019
628,BG PRESSE,,33971654000036
629,STOCK J BOUTIQUE JENNYFER,,33888018000520
630,CLUB 92,,42344559200011
632,BATA FRANCE DISTRIBUTION,,31492509002939
633,GCA PRODUCTIONS,,39040819300022
634,ON X,,39117697100037
636,SONIA RYKIEL CDM,,65204081700031
637,EVIC PROD,,44479321000014
638,MECALOG GROUP,,40456691100024
639,IBELEM,,43901802900017
640,UGC,UGC CINE CITE,56203818200274
641,CHECKFLOW,,43179397500027
642,GEMEY MAYBELLINE GARNIER,,33941996200016
643,CPM SEARCH,,33415003400026
644,PKIL,,44337563900020
645,PROJECTION LIQUIDE TECHNOLOGIES,,40808449900024
646,PACT CONSEILS EN MOBILITE PROFESSIONNELLE,,33977972000020
647,ENTREPRENEUR VENTURE GESTION,,43163345200039
648,AD SERVICES,,40757414400033
650,AB CONSEIL,,39424037800023
651,AGORA PATRIMOINE,,40952604300016
652,KADRA FINANCE,,41859558300059
653,SAFT,,38370387300091
654,ALFORT BATIMENT RENOVATION,,44072030800012
656,ARIES ARCHITECTURE ET URBANISME,,37976373300019
659,BPI GROUP,BPI GROUP,32946371500576
660,BCF ETUDE CONCEPT,,38996398400015
661,BE THE 1 COM,,43280271800036
662,BEALIS,,42904257500036
665,BERGERE DE FRANCE,,31214134400019
666,BERNARD HODES ADVERTISING,,42018961500016
670,BLUE MOON WW,,39349665800021
673,BOUYGUES IMMOBILIER,,56209154601009
674,BOUYGUES SCREG OUEST,,31458378200045
675,BOUYGUES SMAC ACIEROID,,68204083700499
676,BP FRANCE,,54203432713027
677,GRUPPO CIMBALI FRANCE SAS,,41520235700018
679,BRISTOL MYERS SQUIBB,,56201174200144
680,BTP GESTION SA,,70202101500038
681,BUILER,,41238505600012
682,BUREAU D'ETUDES INFORMATIQUE MECANIQUE ET ASSISTANCE TECHNIQUE (BEIMAT),,41312211000054
683,BUSITEL,BUSITEL,38114031800019
685,SOCIETE CIVILE BROSSELIN (SCB),,31931198100025
686,CABINET D EXPERTISE TOXICOLOGIQUE ET D ANATOMIE PATHOLOGIQUE,,38929647600028
687,CABINET MARECHAL,,30070524100028
688,CABINET MELHEM,,72201439600039
689,CABINET RIVOLIER ET ASSOCIE,,42288045000032
691,ECONOCOM,,32696677700046
692,CAPGEMINI,CAPGEMINI,33070384400036
693,CARPE DIEM,,38172245300051
694,CASE EUROPE,,38893489500052
695,CASH LAND NEGOCITO SARL,,40971539800049
698,CECAP GROUPE JANNY MARQUE,,32437878500038
700,CELLYS,,38269577300020
702,CENTRE IMMOBILIER POUR L ACCESSION AU LOGEMENT,,72200953700050
703,CERIS,,34961136800045
706,CHANTIERS MODERNES SUD OUEST,,45102245300026
707,CHARAL,,54695037900034
708,CHAUDRONNERIE INDUSTRIELLE ET TOLERIE AGRICOLE,,43642005300015
709,CHEYNET ET FILS,,41493420800011
711,CIMPA,,39334154000028
713,CNIT SOCIETE D EXPLOITATION SOFITEL,,34825619900020
716,COEUR D OR SURFACE SYNERGIE,,87565053300016
717,COGNEX INTERNATIONAL INC,,38518946900013
718,COGNIS FRANCE,,54678006500019
719,COMPAGNIE D AFFRETEMENT ET DE TRANSPORT,,57215826900017
720,COMPAGNIE D INVESTISSEMENTS INSTITUTIONNELS,,30906474900034
721,COMPAGNIE FINANCIERE D ETUDES ET DE GESTION COFIGEST FORESTIERE TRINITE,,73202236300038
722,COMPAGNIE FINANCIERE ET MARITIME,,32347165600039
723,COMPAGNIE FRANCAISE D'INFORMATIQUE (CFI),,32354053400027
724,COMPAGNIE FRANCAISE DES SILEX,,34180867300063
725,COMPAGNIE GENERALE D AFFACTURAGE SG,,70201631200069
726,COMPAGNIE MEDITERRANEENNE DES CAFES MALONGO,,95580206100106
728,COMPTOIR GENERAL DU RESSORT,,31285759200165
730,CONCEPT TECHNIC MANAGEMENT,,34979814000027
731,SASOL FRANCE,,65205307500030
732,CONDITIONAIR,,63202307300026
734,COPEX DEVELOPPEMENT,,41941059200010
735,COREVISE,,33162131800046
737,COURTAGE VINS ET SELECTION,,33961010700031
739,CREATISSIMO COSMETIQUE,,42126701400031
740,CREATIVE TOUR THE FRENCH COMPANY,,33876882300035
741,CREGUT TILLIER RENEE,,30457007000017
743,CRISFIL,,35228893000014
744,STEF LOGISTIQUE,,42439188600019
745,CSA CHOISY SERVICE AUTOMOBILES,,34749736400013
746,CYBERLIBRIS,,43827533100017
747,DALKIA,,45650053700018
748,DBDIS,,42459884500016
749,DDC ELECTRONIQUE,,31843433900020
751,DEHON SERVICE,,31025920500014
